name,followers,uri,popularity,genres
Bridgit Mendler,1323759,spotify:artist:4VhL8KLjVso4vLfOLVViTb,61,"pop, post-teen pop"
Justine Skye,839027,spotify:artist:0jUQSUOcM7lxVn5eVGTkzQ,65,"pop r&b, r&b"
CHVRCHES,1378078,spotify:artist:3CjlHNtplJyTf9npxaPl5w,62,"indietronica, metropopolis, neo-synthpop, shimmer pop"
DEAN,1449342,spotify:artist:3eCd0TZrBPm2n9cDG6yWfF,63,"k-pop, korean r&b"
Hopsin,2397361,spotify:artist:7EWU4FhUJM1sZQgQKdENeT,59,"conscious hip hop, indie pop rap"
Tony Effe,518077,spotify:artist:6CKch2otN4SPznHf9ms5JF,75,"italian hip hop, italian pop, trap italiana"
Kiki Dee,22401,spotify:artist:4vjGlQWexbru6aOUCLTVir,64,classic uk pop
Tamia,1655726,spotify:artist:0le01dl1WllSHhjEXRl4in,61,"canadian pop, contemporary r&b, hip pop, r&b, urban contemporary"
Priscilla Block,134437,spotify:artist:6BpvASijzSWj7gnZD4Dvf1,57,"contemporary country, modern country pop"
Aluna,74070,spotify:artist:5ITI6SEoUZMIXXkzCfr4oE,63,"dance pop, uk dance"
John Martin,47688,spotify:artist:2auikkNYqigWStoHWK1Grq,66,pop edm
Norma Jean Martine,15500,spotify:artist:2fsk4VlJdNF6G8cCMDrrzB,71,nyc pop
Don Diablo,1771386,spotify:artist:1l2ekx5skC4gJH8djERwh1,65,"dutch house, edm, electro house, future house, pop dance, progressive electro house"
Haze,27287,spotify:artist:77iZVjeYoYSl5P0K9mIiUE,66,"latin pop, trap latino, urbano latino"
Soft Cell,679915,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,64,"new romantic, new wave, new wave pop, synthpop"
Regina Spektor,1364194,spotify:artist:3z6Gk257P9jNcZbBXJNX5i,61,"indie pop, lilith, piano rock"
Vwillz,64645,spotify:artist:0S7eN9KAsbAaIZtFyCn1q1,58,singer-songwriter pop
Alkaline Trio,384140,spotify:artist:1aEYCT7t18aM3VvM6y8oVR,58,"chicago punk, emo, pop punk, punk, skate punk"
Maiara & Maraisa,13131087,spotify:artist:59jlthNnbmim5l9tmNA7se,74,"sertanejo, sertanejo pop, sertanejo universitario"
TAEYEON,2834046,spotify:artist:3qNVuliS40BLgXGxhdBdqu,67,k-pop
Avery Anna,109173,spotify:artist:5rjz63sgMaAUAyBMyCUK5D,57,"alt z, modern country pop, singer-songwriter pop"
Everclear,954099,spotify:artist:694QW15WkebjcrWgQHzRYF,57,"alternative metal, alternative rock, nu metal, permanent wave, pop rock, post-grunge"
Jaani,266156,spotify:artist:5gZhfbckaWo89OzDSk3gdT,73,"desi pop, punjabi pop"
Forest Blakk,150947,spotify:artist:7q7IUe2AqtifSZ2q52kHFc,62,singer-songwriter pop
DAY6,3195791,spotify:artist:5TnQc2N1iKlFjYD7CPGvFc,67,"k-pop, k-pop boy group"
James Carter,44244,spotify:artist:5344K3N7rx7kw1HjO8psuq,67,"pop dance, uk dance"
XG,1231415,spotify:artist:0LOK81e9H5lr61HlGGHqwA,64,k-pop girl group
Slushii,627936,spotify:artist:41rVuRHYAiH7ltBTHVR9We,62,"brostep, edm, future bass, pop dance"
PVRIS,671879,spotify:artist:6oFs3qk4VepIVFdoD4jmsy,61,"pixie, pop emo, pop punk"
Salt-N-Pepa,790783,spotify:artist:7wqtxqI3eo7Gn1P7SpP6cQ,60,"girl group, golden age hip hop, hip hop, hip pop, old school hip hop, queens hip hop"
Lloyd Banks,1338583,spotify:artist:3vDUJHQtqT3jFRZ2ECXDTi,62,"detroit hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, queens hip hop, rap, trap"
LeeHi,1706332,spotify:artist:7cVZApDoQZpS447nHTsNqu,66,k-pop
Future Islands,596307,spotify:artist:1WvvwcQx0tj6NdDhZZ2zZz,62,"alternative dance, art pop, baltimore indie, chamber pop, indie rock, indietronica, neo-synthpop, shimmer pop"
Jervis Campbell,83551,spotify:artist:31Bh5G3Q9JzwqPpHDLIQtW,57,"christian indie folk, christian pop"
Barenaked Ladies,778894,spotify:artist:0dEvJpkqhrcn64d3oI8v79,58,"canadian pop, canadian rock, pop rock, post-grunge"
Parry Gripp,272435,spotify:artist:56P8qdYp640M24wkk9eTfc,60,"antiviral pop, comic, pixel"
Aya Nakamura,4446329,spotify:artist:7IlRNXHjoOCgEAWN5qYksg,72,"basshall, pop urbaine, r&b francais"
Brand New,704277,spotify:artist:168dgYui7ExaU612eooDF1,57,"emo, pop punk, post-hardcore, screamo"
Benny Sings,173391,spotify:artist:4gHcu2JoaXJ0mV4aNPCd7N,61,"dutch pop, indie soul"
Jay Park,2049204,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,64,"k-pop, k-rap, korean r&b"
Iyaz,926353,spotify:artist:5tKXB9uuebKE34yowVaU3C,64,"dance pop, pop rap, post-teen pop"
Joy Oladokun,181099,spotify:artist:7rrTqtOUOwva4sgTx9C9F9,59,"black americana, la pop"
Toni Braxton,4009024,spotify:artist:3X458ddYA2YcVWuVIGGOYe,63,"contemporary r&b, dance pop, r&b, urban contemporary"
Olly Alexander (Years & Years),1959022,spotify:artist:5vBSrE1xujD2FXYRarbAXc,67,"dance pop, gauze pop, pop, pop dance, uk pop"
Crush,1170923,spotify:artist:6aLdhHUqgdKE86xbtNmY8g,64,"k-pop, korean r&b"
Tedua,1678830,spotify:artist:1AgAVqo74e2q4FVvg0xpT7,75,"indie liguria, italian hip hop, italian pop, rap genovese, trap italiana"
Ashley Cooke,108951,spotify:artist:2qwXeRk8VBAegbUnf3xdyi,57,"contemporary country, country pop, modern country pop"
MUNA,372848,spotify:artist:6xdRb2GypJ7DqnWAI2mHGn,58,"indie pop, indie poptimism, la pop, metropopolis"
José González,1125473,spotify:artist:6xrCU6zdcSTsG2hLrojpmI,65,"chamber pop, gothenburg indie, indie folk, stomp and holler, swedish indie folk, swedish indie pop, swedish singer-songwriter"
Aloe Blacc,703270,spotify:artist:0id62QV2SZZfvBn9xpmuCl,64,"pop soul, r&b"
Chingy,936403,spotify:artist:3s2wTjWxK8NOX09dmsvVOh,59,"crunk, dirty south rap, hip pop, pop rap, southern hip hop"
Mel McDaniel,198497,spotify:artist:1fMdO9vLUd6wW4jbMeNiup,57,"classic country pop, classic oklahoma country, country"
Olivia Dean,321422,spotify:artist:00x1fYSGhdqScXBRpSj3DW,64,"pop soul, uk pop"
Against The Current,489941,spotify:artist:6yhD1KjhLxIETFF7vIRf8B,64,"neon pop punk, pixie, pop punk"
A7S,58535,spotify:artist:5Wg2b4Mp42gicxEeDNawf7,68,"pop dance, scandipop"
Yoke Lore,200313,spotify:artist:7FU0xCgmSYQEiBeevUqQ4S,59,nyc pop
Kiana Ledé,1667559,spotify:artist:7jZMxhsB8djyIbYmoiJSTs,61,"pop r&b, r&b"
Alejandra Guzman,3670312,spotify:artist:7Hf9AwMO37bSdxHb0FBGmO,68,"latin arena pop, latin pop, mexican pop"
The Presidents Of The United States Of America,612594,spotify:artist:1lZvg4fNAqHoj6I9N8naBM,58,"alternative rock, grunge, pop rock"
David Morris,83008,spotify:artist:23Pb3oXBOQj9WEziS6laUW,56,modern country pop
Jerry Rivera,1906412,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,66,"latin pop, puerto rican pop, salsa, salsa puertorriquena, tropical"
Grouper,260975,spotify:artist:31uyAcnY0kjjKKIQZMKX4i,60,"ambient, ambient pop, art pop, dream pop, drone, electra, experimental ambient, experimental pop, modern dream pop, spectra"
Ricardo Montaner,6184605,spotify:artist:4uoz4FUMvpeyGClFTTDBsD,67,latin pop
Paloma Faith,1229461,spotify:artist:4fwuXg6XQHfdlOdmw36OHa,67,"british soul, talent show, uk pop"
Dexys Midnight Runners,243023,spotify:artist:4QTVePrFu1xuGM9K0kNXkk,61,"new romantic, new wave, new wave pop"
Mýa,1390509,spotify:artist:6lHL3ubAMgSasKjNqKb8HF,61,"contemporary r&b, hip pop, r&b, urban contemporary"
Danna Paola,4981235,spotify:artist:5xSx2FM8mQnrfgM1QsHniB,70,"latin pop, latin viral pop, mexican pop"
Chinmayi,2853895,spotify:artist:5UJ2sHO2ELrgW6aXeRLTQQ,72,"filmi, marathi pop"
INNA,1248523,spotify:artist:2w9zwq3AktTeYYMuhMjju8,70,"dance pop, romanian house, romanian pop"
Rachel Platten,890340,spotify:artist:3QLIkT4rD2FMusaqmkepbq,62,"post-teen pop, viral pop"
Dabin,173089,spotify:artist:7lZauDnRoAC3kmaYae2opv,57,"canadian electronic, melodic dubstep, pop edm"
Bnxn,1445524,spotify:artist:3zaDigUwjHvjOkSn0NDf9x,68,"afrobeats, nigerian pop"
Matoma,714602,spotify:artist:4YXycRbyyAE0wozTk7QMEq,64,"pop dance, tropical house"
NOTD,302521,spotify:artist:5jAMCwdNHWr7JThxtMuEyy,61,"pop dance, pop edm"
Sonny Fodera,181885,spotify:artist:39B7ChWwrWDs7zXlsu3MoP,67,"house, pop dance, uk dance"
BAEKHYUN,2672739,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,65,k-pop
Jack Stauber,1854641,spotify:artist:1vVHevk2PD45epYnDi9CCc,60,"hypnagogic pop, pittsburgh indie, pov: indie"
The Righteous Brothers,596519,spotify:artist:4b0WsB47XCa9F83BmwQ7WX,63,"adult standards, brill building pop, folk rock, mellow gold, motown, rock-and-roll, rockabilly"
MacKenzie Porter,57992,spotify:artist:6nXco5Q3cJJ0ZutnBOsSpq,57,"alberta country, canadian contemporary country, canadian country, contemporary country, country pop"
Duke Dumont,716873,spotify:artist:61lyPtntblHJvA7FMMhi7E,66,"edm, house, pop dance, progressive house, uk dance"
Richard Marx,1290512,spotify:artist:0grdhNhiRLFBaFVyybqsj6,66,"new wave pop, soft rock"
Lesley Gore,325208,spotify:artist:08b2PA6eFyugsWAk41eQKZ,61,"brill building pop, bubblegum pop, classic girl group"
Victorious Cast,2003963,spotify:artist:1KYszkVzlhV3rAqmAcYIgd,59,post-teen pop
The Vamps,5782401,spotify:artist:7gAppWoH7pcYmphCVTXkzs,65,"boy band, pop"
Caleb Hearn,216074,spotify:artist:0EiNdCUwM4B5GkTInLAyuj,63,singer-songwriter pop
Jay Webb,101845,spotify:artist:74a1KhMBkw4iweAtpbjuHk,57,modern country pop
Riton,131218,spotify:artist:7i9j813KFoSBMldGqlh2Z1,66,"house, pop dance, uk dance"
Tom Misch,1221086,spotify:artist:1uiEZYehlNivdK3iQyAbye,65,"indie soul, jazz pop"
Hailey Whitters,79113,spotify:artist:4e9TBaTlI3LVQz3tkTYC0I,56,"contemporary country, country pop, modern country pop"
ONE OK ROCK,5209391,spotify:artist:7k73EtZwoPs516ZxE72KsO,69,"j-pop, j-rock"
Bow Wow,1417155,spotify:artist:7352aRY2mqSxBZwzUb6LmA,59,"dance pop, dirty south rap, hip pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary"
Cheap Trick,1450621,spotify:artist:1LB8qB5BPb3MHQrfkvifXU,60,"album rock, beatlesque, classic rock, glam metal, glam rock, hard rock, heartland rock, mellow gold, power pop, rock, soft rock"
STAYC,1786787,spotify:artist:01XYiBYaoMJcNhPokrg0l0,63,"k-pop, k-pop girl group"
Rahat Fateh Ali Khan,19904046,spotify:artist:3OLGltG8UPIea8sA4w0yg0,72,"classic pakistani pop, filmi, modern bollywood, qawwali, sufi"
Björk,2030208,spotify:artist:7w29UYBi0qsHi5RTcv3lmA,62,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop"
Damso,4948415,spotify:artist:2UwqpfQtNuhBwviIC0f2ie,74,"belgian hip hop, french hip hop, pop urbaine, r&b francais, rap belge, rap conscient"
GAYLE,616541,spotify:artist:2VSHKHBTiXWplO8lxcnUC9,63,modern alternative pop
Devin Dawson,207533,spotify:artist:2ySHS7UojGu20XfUPaBlyu,56,"contemporary country, country pop, country road, modern country rock"
Hardwell,3600738,spotify:artist:6BrvowZBreEkXzJQMpL174,67,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house"
Emmanuel,2794050,spotify:artist:2DmYtFBKcxb3ajwWWgA576,68,"latin pop, mexican pop, ranchera"
Guè,2419132,spotify:artist:7F2utINZ6tSokSiZTQBE27,74,"italian hip hop, italian pop"
Bruno & Marrone,5507617,spotify:artist:5JXhkyafynxCvxtov7C1PV,73,"sertanejo, sertanejo pop, sertanejo universitario"
Frankie J,604644,spotify:artist:3sMYEBy0CZFxedcnm9i9hf,58,"hip pop, pop rap, southern hip hop, urban contemporary"
Kelis,603108,spotify:artist:0IF46mUS8NXjgHabxk2MCM,63,"dance pop, hip pop, neo soul, urban contemporary"
